"","FIPS","Geography.x","TotalPop","PovertyRate","BlackPop","BlackPovertyRate","AsianPop","AsianPoverty","HispanicPop","HispanicPoverty","WhitePop","WhitePovertyRate","PercentBachelor.s","State..FIPS.","Place..FIPS.","Area.Name","SqMiles","tot.protests","tot.attend","deaths","deaths_unarmed","deaths_unarmed_black","deaths_armed_black","deaths_black","deaths_protestyear","deaths_protestyear_unarmed","X.x","NAACPyears","MayorPartisanship","blackmayor","FIPS_PLACE","dem","rep","dem_share","FIPS_ST","X.y","pop","hbcu","hbcu2","crime","deathduring","per_ba","Per_Black","pop.density","collegeenrollpc","mayorrep","unarmed_deaths_pc","deaths_pc","unarmed_deaths_black_pc","deaths_black_pc","anyprotests"
"22377","4829000","Garland city, Texas",231309,16.8,30325,19.4,24943,"17.9",92738,"22.8",74101,"7.4","21.62718414",48,29000,"Garland",57.094,0,0,2,0,0,1,1,2,0,NA,0,"R",0,29000,31013.46,35184.89,46.8493,48,NA,0,0,0,0,0,21.62718414,13.1101686488636,4051.37142256629,0,1,0,0.0864644263733793,0,0.0432322131866897,0
"22383","4829336","Georgetown city, Texas",51107,10.2,1910,34.6,356,"13.5",12391,"18",36118,"7","43.71780822",48,29336,"Georgetown",47.786,0,0,0,0,0,0,0,0,0,NA,0,"R",0,29336,8038.726,14384.07,35.85068,48,1645,2500,0,0,0,0,43.71780822,3.73725712720371,1069.49734231783,4.89169781047606,1,0,0,0,0,0
"22411","4830464","Grand Prairie city, Texas",180383,15.5,37533,15.8,11715,"9.1",78213,"21.1",50174,"8.5","23.02964503",48,30464,"Grand Prairie",72.044,0,0,2,0,0,0,0,0,0,NA,0,"D ",0,30464,25551.13,20798.1,55.12742,48,NA,0,0,0,0,0,23.02964503,20.8073931578918,2503.7893509522,0,0,0,0.110875193338618,0,0,0
"22419","4830644","Grapevine city, Texas",48398,12.8,874,9.6,2012,"19.2",9528,"40.3",34282,"5.2","45.74624129",48,30644,"Grapevine",32.132,0,0,2,0,0,0,0,0,0,NA,0,"NP",0,30644,6656.761,13287.89,33.37617,48,NA,0,0,0,0,0,45.74624129,1.80585974627051,1506.22432466077,0,0,0,0.413240216537873,0,0,0
"22445","4831928","Haltom City city, Texas",42983,17.2,2758,18.3,2921,"30.5",17600,"22.9",19270,"9.8","12.28690776",48,31928,"Haltom City",12.439,0,0,1,0,0,0,0,0,0,NA,0,"R",0,31928,4112.156,6340.145,39.34211,48,NA,0,0,0,0,0,12.28690776,6.41649024032757,3455.50285392716,0,1,0,0.232650117488309,0,0,0
"22452","4832372","Harlingen city, Texas",64543,32.2,996,18.8,668,"2.2",51318,"37.5",11428,"11.4","19.09141867",48,32372,"Harlingen",38.133,0,0,1,0,0,0,0,0,0,1198,1,"R",0,32372,7447.45,6523.483,53.30675,48,1646,7500,0,0,0,0,19.09141867,1.54315727499496,1692.5759840558,11.6201602032753,1,0,0.154935469377004,0,0,0
"22514","4835000","Houston city, Texas",2136523,22.9,493701,28.2,134269,"17.3",942583,"29.2",544355,"9","29.99706333",48,35000,"Houston",598.369,5,526,21,3,2,10,12,12,2,1201,13,"D",1,35000,364111.6,225330.4,61.77225,48,1650,85000,1,1,1,1,29.99706333,23.1076847756846,3570.57768701253,3.97842663055815,0,0.0140415057549111,0.0982905402843779,0.00936100383660742,0.0561660230196445,1
"22528","4835576","Hurst city, Texas",37808,14.4,2104,27.3,909,"0",8196,"31.7",25959,"8.5","26.10755193",48,35576,"Hurst",9.931,0,0,0,0,0,0,0,0,0,NA,0,"R",0,35576,5350.244,10352.39,34.07228,48,NA,0,0,0,0,0,26.10755193,5.56495979686839,3807.06877454436,0,1,0,0,0,0,0
"22552","4837000","Irving city, Texas",223341,16,28278,19.8,34275,"6.4",93303,"21.9",63349,"10.9","33.79869698",48,37000,"Irving",66.922,1,50,0,0,0,0,0,1,0,NA,0,"R",0,37000,27090.51,26429.75,50.6173,48,1654,17500,0,0,0,0,33.79869698,12.6613564011982,3337.33301455426,7.83555191388952,1,0,0,0,0,1
"22586","4838632","Keller city, Texas",41681,4.2,939,17.8,1683,"0",3000,"9.4",35002,"3.7","57.1705282",48,38632,"Keller",18.454,0,0,0,0,0,0,0,0,0,NA,0,"R",0,38632,4863.166,13986.44,25.79983,48,NA,0,0,0,0,0,57.1705282,2.2528250281903,2258.64311260431,0,1,0,0,0,0,0
"22599","4839148","Killeen city, Texas",133507,15.5,44902,17.9,4777,"16.2",32525,"16.7",44537,"11.8","17.80508039",48,39148,"Killeen",52.965,0,0,1,0,0,0,0,0,0,NA,0,"R",0,39148,20160.23,11269.77,64.14327,48,NA,0,0,0,0,0,17.80508039,33.6326934168246,2520.66458982347,0,1,0,0.0749024395724569,0,0,0
"22617","4839952","Kyle city, Texas",30122,6.4,2000,4.8,262,"27.5",14154,"8.7",13271,"3.5","29.19030428",48,39952,"Kyle",17.527,0,0,1,0,0,0,0,0,0,NA,0,"R",0,39952,3942.336,3506.639,52.92454,48,NA,0,0,0,0,0,29.19030428,6.63966536086581,1718.60557996234,0,1,0,0.331983268043291,0,0,0
"22673","4841212","Lancaster city, Texas",37241,17.2,24511,16.4,69,"0",7838,"23.6",4519,"15.1","18.53684874",48,41212,"Lancaster",29.154,0,0,0,0,0,0,0,0,0,NA,0,"D ",1,41212,11726.56,1961.827,85.66794,48,1664,7500,0,0,0,0,18.53684874,65.817244434897,1277.38903752487,20.1390940092908,0,0,0,0,0,0
"22680","4841440","La Porte city, Texas",34268,10.8,1880,19.8,353,"0",10446,"15.4",20888,"8","14.69144779",48,41440,"La Porte",18.629,0,0,0,0,0,0,0,0,0,NA,0,"R",0,41440,3316.88,7398.416,30.95463,48,NA,0,0,0,0,0,14.69144779,5.48616785339092,1839.49755757153,0,1,0,0,0,0,0
"22684","4841464","Laredo city, Texas",241157,31.2,908,17.4,1503,"16.7",230002,"31.9",8688,"16.4","17.76955289",48,41464,"Laredo",89.883,0,0,0,0,0,0,0,2,1,NA,0,"D ",0,41464,31604.02,12530.26,71.60878,48,1665,15000,0,0,0,1,17.76955289,0.376518201835319,2683.01013539824,6.22001434749976,0,0,0,0,0,0
"22707","4841980","League City city, Texas",88229,4.9,6625,8.3,5065,"9.5",16719,"6.4",58168,"3.4","41.39028271",48,41980,"League City",51.237,0,0,0,0,0,0,0,2,0,NA,0,"R",0,41980,9480.206,20997.64,31.10524,48,NA,0,0,0,0,0,41.39028271,7.50886896598624,1721.97825789956,0,1,0,0,0,0,0
"22718","4842508","Lewisville city, Texas",98460,10.6,8826,11.9,7777,"7.9",29713,"19.9",48568,"4.9","30.83697007",48,42508,"Lewisville",36.442,0,0,0,0,0,0,0,1,0,NA,0,"R",0,42508,12668.47,16583.41,43.30821,48,NA,0,0,0,0,0,30.83697007,8.96404631322364,2701.82756160474,0,1,0,0,0,0,0
"22731","4843012","Little Elm city, Texas",30199,7.2,4697,8,800,"1",7149,"7.6",16453,"3.8","30.53576285",48,43012,"Little Elm",13.795,0,0,0,0,0,0,0,0,0,NA,0,"R",0,43012,3453.514,4015.361,46.23875,48,NA,0,0,0,0,0,30.53576285,15.553495148846,2189.12649510692,0,1,0,0,0,0,0
"22754","4843888","Longview city, Texas",79034,18.9,17652,33,909,"8.3",15482,"26.6",43849,"11.2","20.88978288",48,43888,"Longview",53.614,0,0,4,0,0,0,0,1,0,1211,3,"R",0,43888,9171.023,18368.69,33.30109,48,1668,2500,0,0,0,0,20.88978288,22.3346913986386,1474.12989144626,3.16319558670952,1,0,0.506111293873523,0,0,0
"22787","4845000","Lubbock city, Texas",226852,21.5,18118,33.2,5354,"21.2",76790,"26.3",123220,"16.8","29.78832709",48,45000,"Lubbock",122.195,1,20,2,1,0,0,0,2,0,1212,2,"R",0,45000,26693.47,53348.43,33.34937,48,1669,32500,0,0,0,0,29.78832709,7.98670498827429,1856.47530586358,14.3265212561494,1,0.044081603865075,0.0881632077301501,0,0,1
"22790","4845072","Lufkin city, Texas",34485,23.1,9850,34,429,"1.2",8369,"34.7",15643,"10.9","20.76500208",48,45072,"Lufkin",33.269,0,0,0,0,0,0,0,0,0,NA,0,"NP",0,45072,5115.056,6701.835,43.28597,48,1670,7500,0,0,0,0,20.76500208,28.5631433956793,1036.55054254712,21.7485863418878,0,0,0,0,0,0
"22796","4845384","McAllen city, Texas",133552,26.4,1139,39.9,3603,"2.9",113414,"29.9",15075,"6.1","27.99773198",48,45384,"McAllen",48.351,1,0,0,0,0,0,0,0,0,NA,0,"I",0,45384,17404.64,11580.13,60.04753,48,1671,30000,0,0,0,0,27.99773198,0.852851323828921,2762.13521954044,22.4631604169163,0,0,0,0,0,1
"22801","4845744","McKinney city, Texas",142353,8.1,16160,10.5,6755,"8.4",27503,"17.8",89297,"4.5","45.59334672",48,45744,"McKinney",61.875,2,900,0,0,0,0,0,0,0,NA,0,"R",0,45744,15526.48,28339.19,35.39552,48,NA,0,0,0,0,0,45.59334672,11.352061424768,2300.65454545455,0,1,0,0,0,0,1
"22812","4846452","Mansfield city, Texas",59336,6.6,9088,12,2564,"7.7",7871,"13.3",38334,"4","41.40866453",48,46452,"Mansfield",36.335,0,0,0,0,0,0,0,0,0,1216,1,"R",0,46452,7573.623,13893.49,35.28012,48,NA,0,0,0,0,0,41.40866453,15.3161655655926,1633.02600798129,0,1,0,0,0,0,0
"22850","4847892","Mesquite city, Texas",141461,15.4,33474,21.2,4524,"8.8",48916,"17.9",52718,"9.6","18.14900748",48,47892,"Mesquite",46.038,0,0,1,1,0,0,0,1,1,NA,0,"R",0,47892,21067.29,20994.82,50.08615,48,1673,15000,0,0,0,1,18.14900748,23.6630590763532,3072.70081237239,10.6036292688444,1,0.0706908617922961,0.0706908617922961,0,0,0
"22854","4848072","Midland city, Texas",117915,10.8,8918,15.9,1958,"11.3",47743,"15.4",57893,"6.2","25.67466318",48,48072,"Midland",69.965,0,0,1,0,0,1,1,3,1,1219,1,"R",0,48072,8581.981,29525.97,22.52019,48,1674,7500,0,0,0,1,25.67466318,7.56307509646779,1685.34267133567,6.36051392952551,1,0,0.0848068523936734,0,0.0848068523936734,0
"22875","4848768","Mission city, Texas",80260,25.8,448,0.2,1001,"0.1",69069,"28.5",9860,"9.8","23.64063053",48,48768,"Mission",33.211,0,0,0,0,0,0,0,1,0,NA,0,"R",0,48768,8899.844,5629.175,61.25564,48,NA,0,0,0,0,0,23.64063053,0.558185895838525,2416.66917587546,0,1,0,0,0,0,0
"22876","4848772","Mission Bend CDP, Texas",37099,12.1,10705,12.4,5304,"8.4",16059,"15.2",4612,"4.2","24.51199719",48,48772,"Mission Bend",4.884,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,48772,6903.127,3454.157,66.64997,48,NA,0,0,0,0,0,24.51199719,28.8552252082266,7596.02784602785,0,0,0,0,0,0,0
"22877","4848804","Missouri City city, Texas",68888,6.4,29923,8,10733,"2.8",11832,"9.3",15303,"4.1","43.09455841",48,48804,"Missouri City",28.41,0,0,0,0,0,0,0,1,0,NA,0,"R",0,48804,19659.29,10384.25,65.43598,48,NA,0,0,0,0,0,43.09455841,43.4371733828824,2424.78000703977,0,1,0,0,0,0,0
"22933","4850820","New Braunfels city, Texas",60803,11.4,1452,16.3,309,"0",21782,"19.5",36878,"6.5","28.41055176",48,50820,"New Braunfels",44.14,0,0,0,0,0,0,0,1,0,NA,0,"R",0,50820,6270.83,14087.3,30.80259,48,NA,0,0,0,0,0,28.41055176,2.38804006381264,1377.50339827821,0,1,0,0,0,0,0
"22963","4852356","North Richland Hills city, Texas",65510,7.7,2657,11.3,2484,"6.7",11757,"13.6",46908,"5.9","30.66641959",48,52356,"North Richland Hills",18.153,0,0,0,0,0,0,0,0,0,NA,0,"R",0,52356,8136.534,18248.17,30.83807,48,NA,0,0,0,0,0,30.66641959,4.05586933292627,3608.76990029196,0,1,0,0,0,0,0
"22982","4853388","Odessa city, Texas",105148,13.9,5695,23.2,1289,"3.9",55648,"18.2",41123,"7.4","17.54908641",48,53388,"Odessa",37.307,0,0,0,0,0,0,0,0,0,1223,1,"I",0,53388,7304.672,20242.11,26.51734,48,1678,15000,0,0,1,0,17.54908641,5.41617529577358,2818.45230117672,14.2656065735915,0,0,0,0,0,0
"23032","485540","Yuma city, Arizona",88669,17.4,2601,20.6,1715,"10.6",51549,"21.6",31206,"10","16.42673619",4,85540,"Yuma",113.366,0,0,2,0,0,0,0,0,0,NA,0,"R",0,85540,9499,15556,37.91259,4,NA,0,0,0,0,0,16.42673619,2.93338145236779,782.148086727943,0,1,0,0.225557974038277,0,0,0
"23033","4856000","Pasadena city, Texas",150718,21.7,3783,28.7,3329,"7.9",96282,"27",46049,"11.3","14.05078705",48,56000,"Pasadena",43.821,0,0,0,0,0,0,0,0,0,NA,0,"R",0,56000,11653.96,20365.55,36.39644,48,NA,0,0,0,0,0,14.05078705,2.50998553590148,3439.40120033774,0,1,0,0,0,0,0
"23038","4856348","Pearland city, Texas",96994,4.9,15877,7.1,13263,"1.2",20720,"9.1",45702,"3.8","45.84876417",48,56348,"Pearland",47.009,0,0,0,0,0,0,0,0,0,NA,0,"R",0,56348,12389.13,19278.46,39.12242,48,NA,0,0,0,0,0,45.84876417,16.3690537559024,2063.30702631411,0,1,0,0,0,0,0
"23057","4857176","Pflugerville city, Texas",51913,10.4,8065,18.8,4531,"13.7",14201,"14.1",24297,"5.2","36.27130831",48,57176,"Pflugerville",22.536,0,0,0,0,0,0,0,0,0,NA,0,"R",0,57176,9510.817,7222.701,56.83692,48,NA,0,0,0,0,0,36.27130831,15.5356076512627,2303.55875044373,0,1,0,0,0,0,0
"23058","4857200","Pharr city, Texas",72925,35.4,76,55.3,395,"7.6",68331,"36.4",4052,"20.4","13.14571421",48,57200,"Pharr",23.37,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,57200,7804.809,2755.483,73.90713,48,NA,0,0,0,0,0,13.14571421,0.104216660953034,3120.45357295678,0,0,0,0,0,0,0
"23072","4858016","Plano city, Texas",270268,7.6,20224,13.2,49277,"4.4",39718,"18.3",153603,"5.1","54.76156537",48,58016,"Plano",71.536,0,0,0,0,0,0,0,0,0,NA,0,"D ",1,58016,42416.95,63149.26,40.18042,48,NA,0,0,0,0,0,54.76156537,7.48294285672,3778.0697830463,0,0,0,0,0,0,0
"23084","4858820","Port Arthur city, Texas",53775,30.4,20134,34.3,3767,"21.9",16779,"34.9",12345,"20.4","10.53681484",48,58820,"Port Arthur",76.849,0,0,2,1,0,0,0,0,0,1225,4,"D ",1,58820,11708.9,4457.634,72.42678,48,1683,2500,0,0,0,0,10.53681484,37.441190144119,699.748858150399,4.64900046490005,0,0.185960018596002,0.371920037192004,0,0,0
"23170","4861796","Richardson city, Texas",102857,10.5,8476,13.1,15949,"13.6",17131,"16.6",57701,"7.6","51.45778498",48,61796,"Richardson",28.577,0,0,0,0,0,0,0,0,0,1227,1,"R",0,61796,17252.72,23811.48,42.01401,48,1686,45000,0,0,0,0,51.45778498,8.2405670007875,3599.29313783812,43.7500607639733,1,0,0,0,0,0
"23196","4862828","Rockwall city, Texas",39517,6.3,2152,13.2,796,"13.6",6695,"11.6",28525,"3.6","38.6816556",48,62828,"Rockwall",26.899,0,0,0,0,0,0,0,0,0,NA,0,"R",0,62828,4296.805,11606.58,27.01818,48,NA,0,0,0,0,0,38.6816556,5.44575752207911,1469.08807018848,0,1,0,0,0,0,0
"23208","4863284","Rosenberg city, Texas",32599,20.5,3734,41,820,"1.5",19338,"20.6",8498,"12.4","12.65906884",48,63284,"Rosenberg",22.462,0,0,0,0,0,0,0,1,0,NA,0,"R",0,63284,3491.651,3862.709,47.47729,48,NA,0,0,0,0,0,12.65906884,11.4543390901561,1451.2955213249,0,1,0,0,0,0,0
"23215","4863500","Round Rock city, Texas",106196,9.8,9960,18.4,5710,"5.3",31729,"13.5",56215,"6.3","37.37364441",48,63500,"Round Rock",33.999,0,0,3,1,0,0,0,0,0,NA,0,"R",0,63500,15703.55,16733.01,48.41311,48,NA,0,0,0,0,0,37.37364441,9.3788843270933,3123.50363245978,0,1,0.0941655052921014,0.282496515876304,0,0,0
"23217","4863572","Rowlett city, Texas",57140,5.7,8487,3.9,4028,"9.3",11751,"11.5",32108,"3.3","31.5473756",48,63572,"Rowlett",20.02,0,0,0,0,0,0,0,0,0,NA,0,"R",0,63572,8715.826,14448.36,37.6263,48,NA,0,0,0,0,0,31.5473756,14.8529926496325,2854.14585414585,0,1,0,0,0,0,0
"23238","4864472","San Angelo city, Texas",90189,17.4,3984,31.4,954,"11.9",36823,"23.4",47366,"11.7","21.69177647",48,64472,"San Angelo",56.792,0,0,3,1,0,1,1,1,0,1230,1,"R",0,64472,9986.521,21482.46,31.73449,48,1689,7500,0,0,0,0,21.69177647,4.41739014735722,1588.05817720806,8.31587000632006,1,0.110878266750934,0.332634800252802,0,0.110878266750934,0
"23239","4865000","San Antonio city, Texas",1360649,20.1,90891,26.1,32685,"15.2",865874,"23.9",355978,"10.2","25.04053179",48,65000,"San Antonio",507.662,5,595,14,4,1,2,3,8,2,NA,0,"D",1,65000,221113.8,174589.9,55.87863,48,1690,2500,0,0,0,1,25.04053179,6.67997404179917,2680.22621350426,0.183735849583544,0,0.0293977359333671,0.102892075766785,0.00734943398334177,0.0220483019500253,1
"23259","4865516","San Juan city, Texas",34867,32.2,67,29.9,44,"2.3",34126,"32.4",651,"22.3","10.37037037",48,65516,"San Juan",12.077,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,65516,4044.584,1021.171,79.84169,48,NA,0,0,0,0,0,10.37037037,0.192158774772708,2887.05804421628,0,0,0,0,0,0,0
